confidence,hypo_step,max_arm_length,nThreads,exec_time_ms
26,1,3,4,17136.0
26,1,3,4,16340.0
26,1,3,4,17277.0
26,1,3,4,17004.0
44,3,12,7,6034.0
54,2,14,6,9057.0
24,2,13,6,8106.0
64,2,8,6,7688.0
24,2,13,6,7991.0
34,2,6,5,8619.0
24,1,5,4,16538.0
14,3,12,1,32015.0
44,2,13,1,42645.0
34,1,13,6,12984.0
24,1,2,5,13766.0
54,3,7,3,11121.0
34,1,14,6,14803.0
24,1,2,5,13976.0
34,3,8,6,7530.0
24,2,7,4,10369.0
34,1,14,6,13496.0
14,2,13,1,42404.0
34,3,10,8,5669.0
44,3,5,6,4934.0
34,3,2,6,4440.0
34,2,2,6,9073.0
14,2,11,7,11406.0
54,3,9,5,7140.0
24,3,15,4,9515.0
54,1,11,7,12479.0
54,2,5,8,6016.0
44,1,7,7,11887.0
34,1,9,3,24897.0
24,1,10,1,64343.0
44,3,10,6,6405.0
44,1,11,3,24196.0
24,2,15,5,10646.0
64,2,10,2,20583.0
34,3,2,4,6438.0
54,3,2,4,6401.0
24,2,7,3,13428.0
44,3,10,7,5696.0
44,2,10,5,10068.0
14,1,3,7,10659.0
44,2,12,3,16160.0
24,2,6,6,7180.0
44,1,15,1,69501.0
34,2,15,4,12573.0
44,3,9,4,8736.0
24,3,1,3,7625.0
34,3,15,3,12877.0
44,2,16,7,10119.0
24,2,7,6,8802.0
54,2,3,8,5038.0
34,3,2,2,12247.0
54,2,14,1,42624.0
34,2,14,3,15953.0
64,2,4,7,6049.0
14,1,13,3,23687.0
14,3,2,7,6052.0
14,1,8,4,20084.0
54,2,11,5,11364.0
44,1,12,1,68852.0
54,1,15,6,14224.0
14,3,14,8,8376.0
24,3,11,5,10823.0
34,3,9,3,11240.0
64,2,5,3,12717.0
44,2,12,7,11865.0
24,3,5,6,8531.0
44,3,11,7,7551.0
64,2,5,3,12692.0
24,2,13,7,12287.0
54,1,10,8,15748.0
64,2,15,3,16836.0
24,3,14,4,10559.0
24,2,6,5,9164.0
44,2,3,7,9098.0
24,1,13,4,23551.0
64,1,13,8,17191.0
34,1,3,7,16672.0
24,2,5,4,9840.0
64,2,14,6,9504.0
14,3,9,5,7559.0
54,2,3,7,5916.0
24,1,13,4,20113.0
54,2,1,8,5139.0
34,3,15,7,9741.0
24,1,7,4,18344.0
34,3,15,7,9926.0
44,1,6,6,12882.0
14,1,8,2,33112.0
34,1,7,3,21403.0
24,2,3,1,32044.0
44,3,13,2,17135.0
64,3,12,1,32663.0
14,3,4,3,8936.0
34,1,3,6,10930.0
44,3,13,2,17424.0
54,1,2,3,19426.0
34,2,1,8,5976.0
64,1,5,6,10974.0
54,3,11,6,6645.0
24,2,11,2,21483.0
64,3,9,5,7594.0
24,1,6,3,22526.0
54,2,2,1,28125.0
54,2,11,7,9316.0
44,1,6,1,59621.0
44,3,3,5,6067.0
14,2,10,4,11810.0
54,2,4,4,10118.0
34,2,13,7,8009.0
44,1,16,6,16564.0
34,3,4,3,9084.0
24,1,15,3,26004.0
54,1,10,5,18655.0
64,2,12,4,11658.0
54,3,9,6,6256.0
44,3,6,7,5341.0
14,2,9,2,21184.0
44,1,8,3,21775.0
14,1,6,3,22681.0
24,3,13,1,31783.0
44,2,5,2,17682.0
34,2,10,6,8244.0
54,2,16,3,17574.0
14,3,10,1,28253.0
54,1,4,8,13126.0
44,1,8,2,32605.0
54,2,16,3,17233.0
14,2,12,2,20518.0
44,2,7,7,8274.0
34,1,11,5,17888.0
34,2,5,5,9004.0
34,3,12,3,12289.0
44,2,15,1,43381.0
54,2,5,5,9128.0
54,2,10,1,38481.0
14,3,6,5,7345.0
24,3,11,7,5914.0
24,1,6,5,16604.0
64,2,9,8,7145.0
14,1,16,3,25344.0
54,2,3,2,16071.0
64,2,13,6,8349.0
44,1,14,3,24879.0
54,1,16,2,37534.0
14,1,15,5,17277.0
44,2,6,4,10432.0
34,1,2,1,55413.0
54,3,5,4,8394.0
64,2,15,5,12251.0
54,2,14,5,11500.0
64,2,10,7,8225.0
54,2,13,8,9345.0
64,2,2,3,10600.0
54,3,8,7,5721.0
14,2,7,2,19932.0
34,1,16,3,27299.0
44,3,8,3,10414.0
34,3,7,8,6975.0
14,1,11,5,19233.0
34,1,14,5,17509.0
44,2,1,2,14846.0
24,3,2,3,7845.0
44,3,12,2,17177.0
14,2,6,2,18759.0
64,3,10,5,8177.0
24,2,8,2,19844.0
24,3,8,6,6719.0
44,3,4,6,5317.0
54,3,7,6,6093.0
44,3,12,3,12084.0
24,1,14,3,24856.0
34,3,11,3,12183.0
14,1,12,3,24642.0
24,2,10,6,8337.0
44,3,15,2,18215.0
34,2,16,8,11332.0
44,3,4,4,7583.0
54,3,3,8,5903.0
54,2,2,5,10025.0
54,2,13,7,7660.0
44,2,1,1,29721.0
44,1,3,3,19798.0
24,2,14,2,22867.0
14,1,13,6,19078.0
24,1,1,7,15170.0
14,2,16,5,13293.0
14,2,7,8,9296.0
24,2,7,5,12218.0
44,3,9,7,6052.0
54,1,7,6,15225.0
24,1,10,6,12224.0
44,3,4,1,23846.0
44,1,12,4,18608.0
14,2,14,7,7669.0
14,1,7,2,34549.0
54,2,3,6,6607.0
44,3,5,4,7355.0
44,1,12,3,24673.0
14,2,11,1,39060.0
34,1,13,7,15092.0
54,2,4,6,9601.0
54,2,13,6,8601.0
14,2,16,4,13229.0
14,2,8,1,36724.0
54,2,6,6,7112.0
14,2,4,5,10472.0
24,2,6,4,10874.0
14,1,15,6,14261.0
14,2,5,5,8541.0
14,3,9,7,5356.0
14,1,8,1,65762.0
44,2,12,4,11304.0
34,1,8,6,13556.0
54,2,10,7,11011.0
34,2,13,6,8517.0
44,1,12,2,37156.0
44,3,13,4,10606.0
34,2,4,8,7902.0
24,1,14,6,13941.0
44,2,6,8,5838.0
34,1,16,7,18128.0
54,2,12,4,12637.0
44,2,12,5,10287.0
34,1,9,6,12640.0
44,2,3,1,32899.0
14,3,3,4,7003.0
54,2,6,2,18206.0
44,3,7,7,5388.0
64,1,16,3,25663.0
24,2,9,6,8111.0
34,3,14,3,13311.0
24,2,15,1,42711.0
24,2,11,6,8477.0
44,2,11,7,9230.0
14,2,6,4,11510.0
14,3,14,4,9905.0
54,3,5,5,6942.0
14,3,15,4,9783.0
64,2,11,2,21337.0
34,2,8,2,20023.0
44,2,4,2,17638.0
44,1,11,4,17776.0
44,2,7,8,9076.0
64,1,10,6,18516.0
54,3,11,4,9171.0
44,2,7,8,9274.0
24,2,15,3,16308.0
54,1,6,8,10543.0
24,1,6,8,15028.0
54,1,2,8,8931.0
44,2,15,7,10361.0
54,3,2,7,4049.0
54,2,12,3,15892.0
14,2,10,3,14639.0
44,2,3,8,7153.0
64,1,13,2,36573.0
54,1,13,3,25095.0
24,2,5,8,8797.0
14,2,6,7,10281.0
34,1,11,8,14573.0
24,3,4,5,8533.0
24,3,11,8,7836.0
14,3,2,2,11113.0
44,1,7,5,15770.0
54,1,13,3,27210.0
44,3,6,8,4407.0
14,3,11,6,8482.0
24,2,1,7,6926.0
34,3,4,1,24835.0
24,2,4,7,5988.0
44,1,11,6,15097.0
64,3,3,3,9106.0
44,1,8,8,9750.0
24,1,12,5,16898.0
44,2,4,3,12855.0
64,2,4,5,8303.0
54,3,10,5,7850.0
54,2,11,6,8105.0
24,2,4,3,12209.0
44,2,8,1,39463.0
44,2,8,6,7915.0
14,3,13,5,8784.0
54,3,13,4,10073.0
44,2,6,7,9920.0
44,3,3,6,7021.0
44,2,6,5,9168.0
44,1,12,5,18009.0
34,2,14,5,10592.0
64,2,9,2,19538.0
14,1,3,2,30576.0
54,2,9,7,7661.0
34,1,2,3,20317.0
34,1,4,2,29990.0
64,2,11,5,11576.0
44,2,6,6,10202.0
64,3,15,4,10003.0
64,3,4,6,5159.0
64,2,4,6,6520.0
64,3,10,2,16843.0
34,1,16,4,20215.0
24,2,9,7,6875.0
24,1,11,3,24623.0
54,3,15,5,8854.0
24,2,12,8,9335.0
54,2,14,3,16744.0
64,3,3,8,6072.0
24,3,14,7,8437.0
14,2,15,7,7736.0
24,2,13,1,40224.0
24,3,4,4,7100.0
54,2,9,8,5971.0
14,2,8,2,20157.0
64,3,8,8,6857.0
14,2,15,1,39967.0
24,2,4,6,7180.0
14,2,13,2,20155.0
34,1,4,3,22019.0
64,3,5,2,13240.0
54,3,7,4,7753.0
54,3,2,5,6173.0
54,3,1,5,5801.0
54,1,14,5,17207.0
14,3,9,2,15031.0
64,3,9,4,8135.0
44,1,14,4,18249.0
34,2,12,1,41687.0
64,3,2,4,6967.0
24,1,5,5,14876.0
44,3,12,6,6985.0
24,2,8,3,14579.0
34,2,9,7,6911.0
44,2,6,3,12066.0
14,2,2,3,10830.0
54,1,2,4,14942.0
14,3,13,1,32074.0
24,1,15,1,69681.0
24,3,3,6,5043.0
24,2,11,8,6644.0
14,2,5,2,18236.0
24,2,11,8,6586.0
54,1,4,6,11428.0
44,2,10,6,7919.0
34,1,12,2,34846.0
54,1,3,8,8997.0
64,1,15,2,36890.0
44,2,13,2,22252.0
54,1,16,4,19716.0
44,1,15,2,36007.0
64,2,1,8,4936.0
34,3,1,1,20458.0
44,2,13,2,21996.0
44,2,3,3,11778.0
34,1,1,5,15739.0
54,2,11,8,10424.0
24,3,9,7,8044.0
64,1,5,4,19256.0
54,1,13,6,21278.0
44,3,16,4,10944.0
14,2,1,2,15005.0
64,3,2,1,21416.0
54,1,4,4,17866.0
14,1,4,7,15659.0
14,2,14,6,11788.0
54,1,1,6,13152.0
34,2,7,5,9486.0
54,1,4,4,17166.0
34,2,8,6,7113.0
34,2,7,5,10966.0
64,2,16,6,13384.0
34,3,16,8,9186.0
54,3,7,8,7013.0
54,3,5,1,23757.0
34,3,4,6,5136.0
64,2,15,4,12899.0
44,1,5,7,10220.0
34,1,7,8,10034.0
44,1,5,2,31242.0
64,1,10,1,63879.0
64,2,5,2,17292.0
34,2,12,7,7706.0
34,3,7,3,10371.0
54,1,11,3,23557.0
24,2,3,5,10531.0
44,3,3,8,6006.0
34,2,12,7,9683.0
24,2,10,7,9851.0
44,3,3,3,8967.0
64,2,7,7,10429.0
24,1,16,6,18354.0
24,2,13,2,22033.0
14,2,7,7,6705.0
14,1,3,4,16542.0
64,3,13,1,34467.0
34,3,9,7,5569.0
54,1,5,4,16266.0
64,1,8,2,31927.0
44,3,1,2,10715.0
44,3,9,6,5974.0
44,1,10,3,23389.0
64,2,14,2,22550.0
54,3,5,2,12953.0
14,2,2,6,6597.0
14,2,3,7,6001.0
24,3,2,4,6374.0
34,3,6,3,9730.0
34,1,2,2,29393.0
44,2,11,1,39749.0
24,1,3,4,16580.0
14,2,11,5,11427.0
24,3,1,2,10706.0
64,1,4,4,16011.0
34,3,12,8,8360.0
54,2,12,7,9167.0
64,3,4,3,9005.0
64,3,11,3,11199.0
44,2,2,4,8712.0
14,2,9,4,13538.0
14,1,4,6,13202.0
14,3,6,2,13827.0
14,1,9,6,13010.0
44,2,16,2,25554.0
24,2,15,8,9420.0
14,1,3,3,22793.0
14,2,4,4,9521.0
64,2,13,5,10272.0
34,3,6,2,13932.0
34,3,13,5,8024.0
64,2,8,2,18811.0
64,2,6,2,17208.0
34,1,7,2,31646.0
24,2,14,1,42395.0
44,1,5,6,12937.0
44,3,11,8,8243.0
24,2,12,2,21033.0
14,3,4,5,6885.0
54,1,1,4,15495.0
44,2,13,4,11890.0
24,3,14,6,7046.0
34,1,10,2,34666.0
24,3,11,2,16408.0
44,3,6,4,7672.0
54,2,16,5,12261.0
54,1,8,6,14165.0
24,3,11,3,11949.0
14,1,13,2,34315.0
44,1,4,6,11350.0
24,3,11,3,11745.0
54,2,10,4,11220.0
54,2,10,3,14129.0
34,3,9,1,31152.0
54,3,12,4,9396.0
34,3,6,4,7813.0
24,2,5,3,11974.0
34,2,14,6,11369.0
34,1,1,8,13403.0
14,1,14,6,21433.0
54,2,13,2,20904.0
54,2,6,4,10125.0
44,3,14,3,13312.0
54,1,2,7,9780.0
34,1,9,4,17107.0
34,2,12,5,9626.0
14,1,3,1,57838.0
54,2,10,8,6313.0
54,3,7,5,6872.0
34,3,14,1,33142.0
64,2,15,1,44795.0
14,2,9,5,9659.0
64,3,12,7,5976.0
64,1,9,3,22926.0
24,2,9,1,38136.0
54,1,3,5,13972.0
64,3,6,1,27317.0
24,1,4,7,17043.0
54,1,12,8,17311.0
54,1,12,8,10547.0
54,1,7,4,18104.0
44,3,7,3,10889.0
54,3,9,7,6019.0
44,1,15,7,13305.0
34,2,2,5,10775.0
34,2,14,8,10986.0
24,1,9,6,13172.0
34,3,6,6,8997.0
44,1,6,8,14015.0
14,3,12,7,5950.0
34,3,10,3,12903.0
54,1,4,1,58916.0
14,3,12,7,7863.0
14,3,3,3,8379.0
54,1,5,2,30831.0
34,1,4,5,16755.0
24,2,1,6,5597.0
24,2,16,5,11862.0
14,2,8,5,8968.0
34,2,15,7,11919.0
34,1,1,4,15572.0
64,1,12,6,12218.0
14,2,13,4,13632.0
44,1,4,7,12757.0
64,1,12,6,12265.0
54,2,15,7,12242.0
44,1,6,4,18743.0
64,2,5,8,8478.0
44,1,2,1,54724.0
64,2,5,8,7836.0
24,1,15,2,34701.0
14,1,10,3,26013.0
44,2,8,8,6598.0
34,1,2,6,10768.0
64,1,6,2,32185.0
44,2,8,8,6295.0
64,3,16,7,6803.0
54,1,14,2,37145.0
34,3,4,2,12841.0
14,3,14,5,8277.0
64,2,7,2,19211.0
64,2,6,8,9188.0
24,2,10,5,14288.0
54,2,16,6,13385.0
14,1,8,7,16321.0
64,2,6,8,6831.0
64,3,7,8,4415.0
44,1,1,8,8108.0
54,2,10,2,21917.0
34,3,7,4,7557.0
34,3,12,4,8674.0
44,1,14,2,35292.0
64,3,5,6,4843.0
44,2,7,3,12461.0
34,2,3,1,31151.0
54,1,5,3,20843.0
64,3,5,4,8089.0
64,2,10,8,9090.0
54,2,14,7,7756.0
54,1,14,1,70015.0
34,3,1,3,7530.0
14,2,11,2,21318.0
14,2,10,2,20342.0
44,3,13,6,8766.0
54,3,5,8,6587.0
34,2,12,2,21585.0
34,2,10,4,11143.0
44,3,2,2,11295.0
14,3,4,7,4634.0
34,2,16,2,22890.0
64,2,15,2,23744.0
24,3,9,2,14831.0
34,2,1,5,7479.0
34,2,16,2,22613.0
24,3,9,3,11126.0
34,1,4,6,13699.0
34,2,10,8,10132.0
64,3,8,2,14623.0
14,3,13,6,10006.0
24,1,14,7,18112.0
24,3,2,6,4550.0
34,1,5,1,59501.0
64,2,16,5,11050.0
24,3,8,1,28117.0
14,3,8,8,4849.0
34,2,3,3,11593.0
34,2,5,6,6883.0
34,1,5,8,13843.0
24,2,9,5,14103.0
24,2,8,1,37569.0
34,2,11,4,11700.0
54,2,8,8,6136.0
14,1,9,4,18740.0
24,2,9,2,20550.0
14,3,8,5,7158.0
54,3,14,4,9675.0
34,3,12,1,32170.0
14,2,1,6,5739.0
64,1,3,4,14999.0
34,2,15,2,22938.0
64,1,15,7,11941.0
14,2,12,1,41355.0
24,2,16,2,22252.0
24,3,10,6,9630.0
24,2,4,8,7842.0
14,1,7,5,18466.0
24,2,4,8,7744.0
14,1,7,3,25197.0
44,1,8,6,16371.0
64,3,14,7,10048.0
64,1,4,5,17338.0
44,1,8,5,18417.0
24,2,11,4,12274.0
34,3,10,6,9499.0
44,1,13,7,14911.0
24,2,8,8,7923.0
14,2,5,6,7423.0
14,2,13,7,7379.0
24,1,10,3,24018.0
44,3,14,2,18649.0
24,3,6,2,14604.0
54,2,6,5,9212.0
54,1,3,7,11253.0
24,1,3,3,21274.0
24,1,13,2,36557.0
34,2,13,2,21584.0
44,2,1,5,7461.0
44,3,11,1,31125.0
34,2,16,3,16589.0
54,2,6,3,12761.0
64,3,3,5,6114.0
14,1,11,4,18914.0
44,2,3,2,15519.0
44,3,12,4,9196.0
64,2,11,3,13966.0
34,3,10,5,7357.0
14,1,5,4,16705.0
64,2,9,7,6743.0
14,3,16,5,8468.0
24,2,1,8,4759.0
34,2,15,1,44693.0
34,1,13,5,16028.0
14,2,3,6,6593.0
44,2,3,6,6245.0
44,2,9,7,6730.0
24,1,14,1,68874.0
24,3,10,2,15588.0
54,2,3,1,31653.0
24,2,6,7,6755.0
44,2,16,3,16727.0
44,1,16,3,27085.0
44,2,1,7,5500.0
44,2,5,6,8601.0
54,2,10,6,7499.0
44,1,10,7,12595.0
24,2,2,7,5478.0
44,2,15,3,16812.0
24,1,14,1,67688.0
44,2,15,3,16111.0
34,1,14,3,25124.0
64,3,2,2,11227.0
54,2,5,1,31818.0
34,2,16,6,9386.0
24,1,6,4,18131.0
64,3,10,8,7981.0
14,3,15,7,7976.0
54,2,13,4,12802.0
44,2,7,4,10056.0
44,3,1,1,20284.0
14,2,11,6,8139.0
64,3,4,1,22951.0
44,1,11,2,32833.0
54,2,16,2,24312.0
14,1,14,5,17252.0
44,1,13,4,18997.0
34,2,2,3,11726.0
44,3,15,4,10601.0
14,1,14,5,17550.0
14,2,4,1,33016.0
24,3,12,2,16604.0
64,1,9,2,33879.0
64,3,6,4,7843.0
24,3,9,4,8201.0
14,2,15,5,11346.0
64,1,11,5,17247.0
44,3,14,1,34998.0
24,2,3,3,11642.0
64,1,5,8,14101.0
64,2,8,3,14424.0
64,2,7,3,13717.0
24,1,10,7,13990.0
14,3,12,6,9884.0
54,3,12,8,8469.0
34,1,10,3,23928.0
64,1,4,8,13840.0
24,3,4,1,24041.0
14,3,3,7,4584.0
44,3,7,4,7919.0
44,3,10,2,16639.0
44,3,7,4,7823.0
44,1,9,4,18496.0
24,1,2,4,15746.0
64,3,5,8,6738.0
54,2,2,8,7796.0
34,1,6,4,17455.0
34,2,15,8,11281.0
24,1,2,3,20328.0
24,1,11,8,16628.0
34,3,15,8,5707.0
34,3,15,5,9324.0
34,3,15,5,9254.0
64,1,11,3,23708.0
54,2,8,1,38137.0
44,1,4,3,20328.0
14,2,13,8,6670.0
54,2,4,5,8039.0
44,2,15,2,23599.0
14,3,10,3,11169.0
64,1,15,5,16812.0
34,2,15,3,15546.0
34,2,4,1,33916.0
34,2,11,3,14488.0
14,3,2,4,6623.0
34,3,13,4,9286.0
34,2,8,1,34820.0
44,1,1,3,18823.0
34,1,6,6,12057.0
44,3,4,5,6239.0
44,2,16,4,12367.0
44,1,7,1,59724.0
44,1,13,5,16876.0
44,3,9,5,7631.0
24,2,8,4,11811.0
14,1,6,1,63137.0
14,2,15,8,8461.0
44,3,5,1,25138.0
44,3,14,6,6950.0
44,3,7,2,15118.0
24,1,2,6,11963.0
44,2,16,5,12708.0
54,2,5,2,17914.0
24,1,9,7,12481.0
54,1,4,5,14989.0
54,3,8,2,16070.0
14,2,14,8,6833.0
44,2,2,2,15869.0
24,3,3,4,6817.0
44,2,4,8,5470.0
54,2,2,4,8347.0
34,3,8,2,15935.0
24,1,2,7,10495.0
24,3,10,4,8818.0
34,1,1,7,9877.0
44,3,15,3,13582.0
34,3,8,2,14599.0
34,2,6,2,18169.0
24,1,10,4,18623.0
64,1,4,1,58126.0
54,2,1,7,5406.0
44,2,2,1,29337.0
64,2,12,7,7272.0
44,2,7,5,9225.0
34,1,3,3,21994.0
54,1,2,6,10872.0
34,2,4,6,6785.0
34,1,13,3,25835.0
24,3,4,2,12708.0
34,3,11,1,30439.0
44,2,8,4,10203.0
54,3,13,2,16927.0
54,2,9,6,7488.0
44,1,7,2,32615.0
24,3,8,8,4766.0
24,2,11,1,39699.0
64,1,7,5,14476.0
44,1,3,1,56134.0
54,2,7,2,19786.0
34,3,11,6,7453.0
64,3,8,7,7753.0
24,3,10,5,8587.0
24,3,6,5,8623.0
24,3,7,3,11083.0
34,2,5,8,8605.0
44,2,2,6,10092.0
14,1,7,7,17445.0
54,2,16,4,13266.0
44,2,9,5,12775.0
64,2,6,7,8695.0
54,3,5,3,9408.0
44,3,3,4,6307.0
54,3,8,6,5963.0
44,1,1,2,28360.0
44,2,14,6,8357.0
54,3,9,2,16356.0
44,3,4,7,4741.0
54,3,10,6,6286.0
24,3,16,2,17965.0
44,3,15,7,6084.0
44,1,1,2,27101.0
44,1,6,2,31348.0
14,2,9,6,7555.0
44,2,2,3,11272.0
34,2,8,5,9259.0
24,3,9,5,7363.0
64,2,2,7,5499.0
54,3,3,7,4306.0
64,3,15,1,37285.0
44,1,5,1,56392.0
24,2,12,1,37859.0
24,1,16,7,12819.0
34,2,11,7,10341.0
34,2,11,7,11458.0
44,1,16,5,21622.0
24,1,2,2,29548.0
24,2,2,3,11718.0
24,1,15,5,17112.0
64,1,12,5,16636.0
34,1,5,3,22203.0
24,2,2,2,15634.0
64,2,5,4,9842.0
24,1,4,2,29944.0
64,1,2,4,14677.0
34,1,13,1,69846.0
54,2,16,8,11434.0
54,1,8,4,19119.0
54,3,9,4,8496.0
54,3,7,7,6929.0
44,2,8,2,19387.0
34,3,5,3,9566.0
54,1,8,4,19531.0
34,3,5,3,9839.0
44,2,10,7,8429.0
34,3,4,5,6582.0
54,1,6,2,32327.0
54,2,7,3,13392.0
64,1,6,5,15139.0
24,3,4,3,8870.0
24,2,5,6,6696.0
24,1,3,7,16570.0
24,2,11,7,11498.0
44,3,13,8,8841.0
44,3,14,7,9868.0
44,1,7,6,11359.0
44,2,16,8,7105.0
24,2,10,1,39772.0
64,2,12,6,13008.0
54,1,16,7,18049.0
14,2,13,3,15194.0
14,1,6,5,16453.0
44,1,9,5,15822.0
54,3,16,6,7929.0
34,1,5,4,17031.0
14,3,8,3,10219.0
14,3,8,6,6009.0
54,1,1,7,9065.0
24,3,15,7,6236.0
34,1,8,5,15031.0
34,2,2,1,30753.0
44,2,11,5,9559.0
34,2,14,2,21821.0
34,1,12,1,69664.0
24,2,5,2,18264.0
64,2,6,3,12684.0
24,1,12,3,24549.0
14,1,11,3,24006.0
44,3,15,1,35047.0
34,3,14,5,8626.0
34,3,7,5,7362.0
54,1,9,4,18017.0
14,2,11,4,11248.0
54,3,12,7,7621.0
54,2,13,5,11121.0
24,3,12,5,8417.0
24,1,12,4,20273.0
24,2,11,5,10716.0
34,2,4,4,9677.0
64,1,15,4,20104.0
34,2,13,4,12209.0
34,2,4,4,9871.0
44,2,9,6,7965.0
14,1,7,6,13459.0
14,3,12,3,12094.0
54,3,1,3,7734.0
54,2,15,4,13029.0
44,2,1,8,6563.0
34,1,10,5,17820.0
34,2,10,5,10542.0
44,2,14,8,10379.0
54,1,12,3,24907.0
54,3,6,3,10381.0
54,3,6,3,10186.0
54,1,6,6,19478.0
44,2,8,5,9734.0
54,1,11,8,16795.0
34,3,5,8,6596.0
34,1,7,7,11391.0
64,1,2,2,30323.0
14,2,12,3,15683.0
24,1,8,4,17706.0
64,1,11,6,13632.0
24,1,6,2,31754.0
14,1,5,6,12935.0
24,1,8,2,32858.0
14,1,9,3,24590.0
24,3,6,4,7607.0
14,3,7,4,8172.0
14,1,5,6,13207.0
34,2,4,7,9509.0
24,2,2,6,9039.0
14,2,16,2,21774.0
14,2,13,5,15248.0
54,1,7,8,15645.0
44,1,4,8,8950.0
14,2,1,7,5263.0
44,1,3,6,11581.0
24,2,10,4,12337.0
54,1,3,6,10934.0
14,2,12,7,7717.0
64,3,1,7,4074.0
34,1,4,1,60616.0
54,2,2,3,11429.0
24,2,4,2,17676.0
54,1,11,6,13974.0
24,2,15,2,22929.0
44,3,5,7,7391.0
34,3,9,5,7521.0
24,1,8,5,16736.0
44,3,11,2,16598.0
34,2,7,7,6789.0
54,1,10,4,17497.0
24,2,16,4,12497.0
24,3,10,1,30458.0
34,1,9,2,33602.0
54,3,11,7,7350.0
34,2,12,8,8972.0
44,3,8,4,9847.0
34,2,15,6,13969.0
34,2,12,8,9713.0
64,1,5,7,14128.0
44,3,8,4,9181.0
64,1,5,7,10345.0
34,3,4,4,6874.0
34,2,3,2,17075.0
44,3,6,1,24731.0
34,3,2,7,4387.0
14,3,16,2,17059.0
24,2,15,4,12447.0
34,1,5,5,14892.0
54,3,7,1,26755.0
44,2,15,5,10632.0
34,1,10,1,64199.0
44,3,9,2,15375.0
54,2,6,1,32514.0
64,3,14,5,8528.0
14,3,9,6,6576.0
44,2,12,6,8703.0
54,2,7,6,8251.0
34,3,9,4,8476.0
34,1,4,7,11366.0
34,2,4,5,8512.0
34,1,9,5,16007.0
44,3,5,2,13195.0
44,3,11,6,6324.0
14,3,1,8,4754.0
54,3,5,6,6560.0
34,3,11,8,5135.0
34,3,2,3,8329.0
14,2,5,1,34051.0
44,1,6,7,12543.0
54,1,14,7,14134.0
64,2,7,8,6583.0
24,3,7,6,5980.0
34,2,2,4,8771.0
24,3,7,6,5724.0
64,2,10,4,11090.0
64,3,2,5,5719.0
44,2,15,8,7153.0
64,1,12,3,24308.0
44,3,11,3,11545.0
54,1,13,2,34888.0
24,2,14,3,15608.0
24,2,8,7,7240.0
24,1,8,7,11713.0
64,1,9,4,19035.0
24,3,8,5,7103.0
24,1,15,4,20065.0
44,2,14,5,10862.0
34,1,6,3,21705.0
34,1,13,2,34925.0
24,3,13,4,9300.0
44,1,1,7,9766.0
34,1,2,7,9720.0
14,2,2,4,8984.0
34,2,3,4,8972.0
14,3,4,4,6919.0
24,3,12,1,32362.0
14,3,7,7,5055.0
34,1,14,7,12128.0
34,2,11,6,8043.0
54,1,14,6,13485.0
34,3,11,2,17206.0
34,2,11,6,8035.0
54,3,10,7,5452.0
14,2,15,6,8636.0
44,2,9,3,14156.0
64,1,16,7,12041.0
14,2,2,1,31435.0
64,1,13,4,19084.0
24,1,11,5,16426.0
54,2,5,6,6911.0
24,2,12,4,11883.0
64,1,16,2,37220.0
14,3,14,3,12353.0
24,2,13,5,10407.0
24,3,14,2,17293.0
54,1,9,3,23935.0
44,1,3,8,9007.0
44,2,9,4,11091.0
14,3,6,4,7814.0
34,3,3,5,5934.0
14,3,7,3,10315.0
34,1,15,5,16685.0
