confidence,hypo_step,max_arm_length,nThreads,exec_time_ms
34,1,15,5,16471.0
64,3,10,1,30204.0
24,3,5,8,4456.0
64,1,13,1,66396.0
44,1,7,4,17377.0
54,1,5,8,8975.0
34,2,8,3,13656.0
34,1,14,2,35553.0
34,3,13,7,5804.0
64,2,6,1,33537.0
34,1,10,7,11039.0
64,2,12,5,9868.0
64,2,12,5,9641.0
24,1,12,2,35173.0
34,1,11,2,35125.0
34,1,4,8,9048.0
34,2,7,4,10450.0
24,3,3,3,9009.0
44,2,13,5,10318.0
24,3,3,3,8976.0
44,3,12,5,7709.0
64,2,4,3,12113.0
34,2,7,1,36295.0
34,1,4,4,15892.0
34,3,7,1,26563.0
24,3,16,6,7373.0
44,3,1,3,8250.0
44,1,10,8,10368.0
64,3,1,6,4811.0
54,2,10,5,10008.0
54,2,9,5,9512.0
24,3,3,5,6189.0
54,1,11,5,16404.0
34,2,1,1,26737.0
14,2,8,7,6593.0
14,3,5,3,9274.0
54,3,16,1,35880.0
44,2,9,1,37452.0
14,3,12,2,15287.0
64,2,6,6,7029.0
54,3,10,2,15936.0
14,2,12,4,11531.0
34,2,9,6,7897.0
54,2,8,6,7895.0
64,2,9,5,9331.0
24,1,16,4,19897.0
14,3,14,2,16682.0
24,1,3,5,14440.0
34,1,16,2,36887.0
44,3,14,4,9651.0
24,2,16,6,9285.0
24,1,8,6,12783.0
54,2,6,7,6869.0
44,3,5,3,9707.0
54,3,4,3,9238.0
44,3,3,2,12199.0
64,2,16,3,16376.0
64,1,16,5,17341.0
44,2,5,1,33661.0
44,1,4,4,15780.0
54,3,14,2,18157.0
34,1,7,6,12619.0
14,1,16,5,17401.0
64,2,7,4,10074.0
14,2,10,7,7046.0
14,1,2,5,14078.0
34,3,15,2,18676.0
24,3,6,7,4999.0
54,3,6,5,6648.0
64,3,2,6,4546.0
64,3,2,6,4546.0
64,3,9,2,15249.0
34,3,2,5,5860.0
34,2,11,2,21547.0
24,1,6,6,12387.0
44,2,4,7,6080.0
64,3,11,6,6689.0
64,3,13,4,10246.0
44,2,13,7,8094.0
44,1,5,8,9176.0
54,3,3,3,8255.0
54,1,9,7,10872.0
14,1,6,2,33679.0
54,3,4,4,7329.0
24,1,4,8,10531.0
44,2,4,6,6559.0
24,2,6,3,13214.0
24,2,15,7,7881.0
14,3,15,1,32784.0
34,2,16,5,10747.0
14,1,2,3,20758.0
34,1,15,6,13754.0
14,2,5,4,9957.0
24,2,7,2,19997.0
54,2,8,5,9212.0
64,3,11,8,6415.0
34,3,14,8,6806.0
54,2,8,2,19389.0
34,1,12,6,13219.0
54,2,8,2,19312.0
44,1,10,2,34783.0
44,1,7,3,21642.0
64,3,8,4,8086.0
24,2,7,8,5950.0
34,3,11,5,7832.0
14,1,10,4,18400.0
54,1,14,3,26054.0
64,3,4,4,7002.0
34,1,15,3,25775.0
64,3,4,5,6184.0
14,1,10,4,18700.0
64,3,13,3,12409.0
24,2,3,6,6526.0
34,1,15,3,25643.0
54,1,5,5,15377.0
14,3,12,4,9567.0
44,1,4,5,15071.0
24,3,13,6,6709.0
14,2,14,5,10370.0
44,1,14,7,12135.0
44,2,11,8,6488.0
24,1,13,6,13534.0
44,2,7,1,36425.0
24,3,10,8,4930.0
44,1,15,3,25869.0
34,2,1,4,8396.0
44,2,4,1,32300.0
54,3,15,6,7340.0
24,1,6,7,11190.0
24,2,12,7,7543.0
14,2,14,1,41812.0
24,1,15,7,12717.0
14,1,12,6,13545.0
14,2,14,3,15199.0
44,1,9,8,10307.0
14,2,7,3,13289.0
24,3,16,8,5863.0
54,3,6,6,5600.0
14,2,7,3,13258.0
34,1,6,5,14945.0
64,3,6,6,5305.0
64,3,6,3,9454.0
54,2,9,4,10581.0
24,3,2,1,21520.0
64,2,2,8,4984.0
64,2,5,6,7297.0
44,2,12,2,21567.0
64,2,12,8,6977.0
54,1,3,3,21173.0
54,1,9,5,15573.0
14,2,5,7,6027.0
24,3,14,8,5145.0
64,2,3,6,6164.0
44,3,15,5,8219.0
44,3,13,1,33150.0
24,2,5,1,33753.0
14,2,6,6,7163.0
14,2,12,8,6385.0
34,2,13,3,15639.0
34,3,12,5,7753.0
34,2,1,6,5781.0
44,3,13,1,34039.0
64,1,12,8,10492.0
24,3,15,6,7773.0
24,2,6,8,5916.0
44,1,13,3,25165.0
54,2,3,5,8058.0
44,2,11,4,11442.0
64,1,15,6,13939.0
24,1,4,3,22003.0
24,1,14,2,36113.0
34,2,7,3,13419.0
44,2,2,5,7762.0
44,3,13,5,8287.0
34,2,5,4,9763.0
24,1,4,3,22121.0
24,3,5,4,7747.0
54,2,5,3,12509.0
34,3,5,4,7024.0
14,3,5,7,4934.0
14,2,9,7,6900.0
44,2,11,2,21903.0
14,3,10,4,8564.0
44,1,2,4,15136.0
54,3,4,2,12727.0
34,1,6,8,9421.0
64,2,15,6,8980.0
64,3,1,5,5466.0
34,2,10,1,39686.0
44,1,11,7,11307.0
54,3,9,1,27844.0
24,1,7,7,11080.0
54,1,12,4,18708.0
44,2,9,2,19832.0
14,1,8,5,15410.0
44,3,2,7,4107.0
44,2,10,3,14245.0
44,1,10,1,62741.0
34,1,5,6,11610.0
54,2,4,2,16864.0
54,1,3,4,15487.0
54,1,15,3,25951.0
54,2,7,7,6705.0
44,2,8,3,14093.0
54,3,6,4,7623.0
34,3,1,7,4120.0
34,3,9,8,4874.0
34,2,12,4,11648.0
34,2,3,5,8354.0
44,3,2,1,22562.0
24,3,14,5,8311.0
24,3,13,5,8398.0
64,2,10,3,14827.0
64,1,13,7,12561.0
34,3,10,4,8886.0
34,2,3,8,5336.0
44,3,7,5,6820.0
64,2,13,2,22333.0
54,2,9,3,14119.0
54,1,4,3,21116.0
24,2,11,3,14533.0
64,2,13,2,22134.0
24,1,2,8,9424.0
54,1,5,6,11979.0
24,2,12,6,8913.0
54,2,6,8,5585.0
64,2,9,4,10606.0
54,3,14,3,12617.0
44,3,4,2,12488.0
34,3,15,6,7300.0
54,1,4,7,10457.0
44,3,8,8,4826.0
54,2,3,4,9221.0
64,3,3,4,6564.0
64,3,3,4,6520.0
14,1,2,6,11246.0
24,1,2,1,57060.0
44,3,6,3,9888.0
24,2,8,5,9920.0
34,1,11,7,13035.0
14,3,5,5,6624.0
24,3,12,7,5890.0
44,1,15,5,17568.0
24,2,2,1,30064.0
44,2,3,5,7862.0
34,2,4,3,12449.0
54,2,13,3,15624.0
24,1,4,6,11530.0
14,3,2,3,8423.0
54,2,12,2,21550.0
44,3,8,6,6017.0
34,3,11,4,9052.0
54,3,4,5,6364.0
14,2,3,5,8603.0
14,1,16,6,14490.0
14,2,14,2,22045.0
34,2,14,7,7896.0
64,2,14,4,12199.0
64,2,7,5,8888.0
34,2,9,3,14359.0
34,1,2,4,15819.0
44,3,1,5,5501.0
54,2,2,6,6606.0
54,3,2,6,5129.0
64,2,9,6,8214.0
54,3,12,6,6858.0
64,3,9,3,10873.0
34,2,6,6,7432.0
34,2,6,4,10287.0
34,2,14,4,12348.0
34,2,6,4,10214.0
54,2,8,3,14324.0
24,3,11,4,8929.0
64,2,3,4,8970.0
44,3,2,3,8287.0
44,2,4,5,8462.0
44,3,2,3,8486.0
54,3,10,4,8810.0
54,1,15,5,16908.0
54,3,7,2,14220.0
64,3,14,3,12471.0
34,3,14,4,9321.0
64,2,15,8,6815.0
54,2,12,1,39836.0
54,3,12,1,32143.0
44,1,14,8,11231.0
34,1,2,5,13908.0
54,1,3,2,30072.0
34,1,15,4,19060.0
54,2,7,1,34484.0
34,1,15,4,19158.0
54,3,12,2,17031.0
24,1,13,5,16036.0
64,1,11,8,9735.0
14,1,14,1,68318.0
34,3,3,2,11889.0
44,3,15,6,6958.0
54,3,11,3,11470.0
54,2,7,4,10031.0
14,3,9,4,8301.0
64,3,10,7,6857.0
34,3,2,8,4378.0
64,1,3,7,9960.0
44,2,15,4,12832.0
64,2,11,4,11184.0
54,1,6,4,16546.0
64,3,6,8,4213.0
54,2,14,4,11887.0
44,1,13,2,35237.0
24,1,13,1,66410.0
44,1,8,7,10942.0
54,1,6,3,22224.0
54,1,12,5,16062.0
24,3,6,1,25020.0
24,1,3,2,30492.0
54,2,9,2,19564.0
34,2,2,8,4993.0
24,3,15,8,5537.0
34,2,9,4,11028.0
54,1,10,2,33590.0
54,2,7,5,8912.0
64,3,8,6,5816.0
24,1,1,2,27124.0
34,1,5,2,31282.0
24,2,7,1,33671.0
34,2,10,3,14215.0
34,3,1,5,5655.0
34,1,9,7,11801.0
54,1,13,5,17261.0
44,1,15,6,14203.0
54,1,13,5,16996.0
44,1,3,5,13981.0
44,2,11,3,15539.0
64,2,12,2,21838.0
54,3,13,5,7978.0
14,3,1,4,5828.0
24,1,15,6,13239.0
64,3,5,1,23882.0
64,2,2,4,8283.0
34,2,11,1,40259.0
24,2,7,7,6624.0
34,1,6,2,31539.0
24,3,3,8,4061.0
54,1,15,2,36344.0
34,2,6,3,12925.0
54,3,13,1,33316.0
44,1,13,6,14650.0
64,2,5,7,7550.0
54,3,14,5,8346.0
14,3,15,2,17552.0
54,3,14,5,8438.0
24,1,7,2,32449.0
14,3,6,3,9655.0
64,2,1,4,8173.0
14,3,15,2,17205.0
64,1,13,3,24042.0
34,3,10,2,15513.0
34,1,8,2,32701.0
34,2,14,1,40086.0
44,3,11,4,9235.0
64,1,10,5,15975.0
44,3,14,5,8605.0
24,2,16,3,16826.0
34,3,7,6,6837.0
14,3,8,7,7052.0
54,3,9,8,6320.0
54,2,4,7,6443.0
44,1,5,3,21780.0
64,1,2,5,13509.0
14,2,8,6,7532.0
54,2,1,5,7254.0
24,3,7,8,4741.0
24,2,2,4,8773.0
54,1,11,2,35787.0
54,2,5,4,10211.0
64,2,15,7,8353.0
14,1,13,4,19335.0
24,2,8,6,8067.0
54,2,2,7,5574.0
14,3,7,2,14939.0
34,3,13,3,12033.0
14,2,14,4,11863.0
54,1,10,6,12799.0
14,3,7,2,15129.0
64,2,11,6,7982.0
24,2,5,7,8086.0
64,2,13,8,10168.0
14,1,5,7,13742.0
54,1,13,7,11938.0
34,3,8,3,10772.0
24,2,12,3,15496.0
54,2,15,5,10878.0
44,2,14,4,12296.0
54,3,3,5,6326.0
24,3,2,7,4457.0
64,3,11,5,7978.0
34,3,9,6,6093.0
14,2,3,2,17738.0
34,3,3,7,4649.0
14,3,3,6,4899.0
44,3,16,3,12992.0
34,3,6,7,4942.0
14,3,11,2,16057.0
34,2,6,7,6337.0
24,3,7,1,27173.0
24,1,5,7,11031.0
54,3,3,2,12996.0
24,1,5,7,10819.0
24,3,7,1,26035.0
64,3,6,5,6714.0
24,2,13,4,11792.0
64,3,15,2,18135.0
34,2,6,1,33840.0
34,1,7,5,15497.0
64,2,14,3,15795.0
44,2,10,2,20554.0
24,1,5,2,30671.0
64,2,14,3,15712.0
24,3,6,6,6617.0
34,2,8,8,8139.0
34,2,4,2,17504.0
44,1,3,7,10726.0
34,1,11,6,13389.0
54,1,8,3,22214.0
64,2,2,5,7603.0
64,2,10,1,39557.0
54,2,15,3,15962.0
14,1,1,1,50134.0
14,2,8,4,10829.0
64,3,9,6,5958.0
64,3,15,3,12955.0
34,3,8,1,27833.0
24,2,4,1,31525.0
64,3,16,3,13203.0
24,3,1,7,4038.0
24,3,12,6,6833.0
44,2,5,4,10419.0
64,2,14,8,7038.0
34,3,13,6,7036.0
24,3,4,7,4558.0
14,2,7,4,10807.0
34,2,12,6,8707.0
34,2,15,5,11169.0
24,3,7,5,7045.0
24,2,2,5,7832.0
14,3,1,6,4744.0
14,3,1,6,4615.0
44,1,14,6,14395.0
44,3,8,7,5530.0
54,2,16,1,44077.0
34,1,3,4,15532.0
64,3,3,7,4411.0
64,3,12,2,16949.0
64,3,8,5,6990.0
14,3,8,1,28188.0
54,3,6,7,5683.0
54,3,3,6,5272.0
24,3,10,7,5623.0
24,3,15,3,12401.0
64,1,3,3,19536.0
14,3,8,1,28691.0
34,3,8,7,5785.0
34,2,5,2,18464.0
34,2,11,5,10625.0
54,2,3,3,11962.0
34,2,11,8,6430.0
14,2,4,3,12668.0
44,1,5,7,10247.0
34,2,15,3,15901.0
34,2,3,4,8668.0
54,1,14,5,16356.0
54,3,2,4,6056.0
64,3,2,2,11089.0
14,1,16,1,65890.0
24,1,4,3,21347.0
44,1,14,1,68961.0
64,2,8,4,10186.0
14,3,12,6,6424.0
24,2,9,4,10918.0
14,1,10,2,34665.0
64,2,8,3,13653.0
44,1,15,4,19504.0
54,2,12,6,8261.0
34,1,9,3,22826.0
14,2,8,2,18967.0
14,3,2,6,4875.0
54,1,5,2,31501.0
14,2,4,5,8601.0
14,2,8,2,19097.0
24,1,11,7,11605.0
34,2,2,1,28193.0
54,2,4,8,5383.0
24,1,13,2,35372.0
44,3,15,6,7367.0
34,1,2,1,55381.0
54,2,5,3,12512.0
24,2,9,5,9566.0
14,2,12,3,14977.0
54,2,6,2,17753.0
34,3,8,1,27445.0
24,3,7,1,26631.0
54,2,6,2,17939.0
54,1,3,4,15884.0
34,1,3,2,29981.0
14,1,8,4,17958.0
14,3,11,7,7559.0
14,2,10,8,8252.0
24,3,4,4,7085.0
44,3,6,5,6750.0
14,3,2,2,11801.0
54,2,12,3,15536.0
44,1,14,8,10987.0
34,1,13,6,14080.0
44,1,2,3,20318.0
64,2,6,5,8971.0
44,1,8,5,15553.0
64,2,7,2,19008.0
14,3,15,7,7189.0
64,2,16,7,8664.0
44,2,6,8,7155.0
44,1,11,8,10350.0
24,2,9,8,7084.0
24,2,6,4,11295.0
54,2,9,8,9457.0
14,1,14,6,14150.0
64,3,16,3,13587.0
64,3,16,8,7973.0
14,1,13,7,13365.0
24,2,12,1,40162.0
34,3,5,5,6464.0
54,3,1,7,3873.0
34,3,4,2,12914.0
54,3,1,2,10792.0
14,3,16,5,8371.0
44,3,8,3,10909.0
24,3,6,4,7790.0
34,2,10,7,7041.0
64,3,10,5,7795.0
34,3,3,2,12429.0
14,2,12,6,8417.0
64,3,12,3,12514.0
64,1,3,3,20172.0
64,2,8,7,6566.0
34,3,10,8,4839.0
24,2,11,7,6998.0
44,3,14,1,33480.0
14,2,15,7,7526.0
44,2,8,6,7753.0
14,2,3,6,6624.0
24,1,3,1,56014.0
44,3,13,4,9377.0
24,1,16,4,19752.0
54,1,2,4,15183.0
54,2,10,2,20122.0
54,1,8,1,60830.0
54,2,11,3,14930.0
44,3,16,8,6685.0
24,2,1,3,10566.0
14,1,3,2,31513.0
44,2,2,4,8697.0
54,1,7,3,21895.0
44,2,9,7,7297.0
44,2,9,5,9925.0
24,2,16,5,11169.0
14,2,13,6,8680.0
64,1,8,5,14518.0
34,3,2,1,20858.0
64,2,2,6,6034.0
54,3,11,6,6431.0
54,1,2,5,13873.0
34,2,5,1,34440.0
64,2,11,5,9773.0
34,3,7,4,7971.0
44,1,3,5,14206.0
24,1,15,3,25035.0
44,2,1,6,5789.0
44,2,13,1,42547.0
14,2,15,1,39678.0
44,1,6,5,14525.0
34,2,11,5,10272.0
14,2,10,3,14386.0
54,2,2,3,10949.0
54,2,4,7,6094.0
14,3,15,2,17465.0
44,2,4,4,9268.0
24,3,1,6,4343.0
24,3,6,7,5301.0
14,2,10,2,20727.0
24,3,2,1,20902.0
54,3,5,8,4166.0
24,2,14,2,21873.0
64,3,5,7,4965.0
24,3,16,6,7354.0
54,3,8,4,8290.0
24,3,8,7,5205.0
34,1,9,1,60740.0
44,2,4,3,11860.0
64,1,10,6,12577.0
24,2,12,8,6402.0
54,2,1,5,7384.0
14,3,9,1,28796.0
64,1,7,2,30774.0
44,1,15,6,13861.0
64,1,9,6,12298.0
64,2,5,2,18177.0
44,2,5,7,6276.0
44,3,11,3,11730.0
34,2,13,8,6955.0
44,2,13,3,15500.0
24,3,11,3,11947.0
24,3,11,3,11758.0
44,1,11,4,18295.0
34,2,1,4,8837.0
14,2,15,8,7409.0
14,1,4,2,31348.0
64,2,9,5,9299.0
44,3,10,4,8743.0
64,2,9,5,9928.0
44,3,8,6,6328.0
14,2,1,6,5706.0
44,2,5,5,8473.0
34,2,6,2,18555.0
64,2,8,5,9441.0
64,1,5,5,14746.0
54,2,9,6,7912.0
64,2,13,7,7703.0
34,3,9,3,11267.0
34,3,2,7,4878.0
14,1,15,7,12864.0
54,1,2,1,52817.0
64,2,12,4,11642.0
44,2,13,8,6836.0
34,2,15,7,7834.0
64,2,7,3,13190.0
44,2,11,8,6381.0
54,2,1,4,8189.0
54,1,2,7,9523.0
54,1,3,5,14259.0
44,1,16,5,16842.0
34,2,3,5,7821.0
24,2,11,3,15107.0
34,1,5,1,61448.0
24,2,11,3,14545.0
44,2,2,2,15767.0
34,1,1,2,27272.0
44,1,12,7,11486.0
34,3,2,4,6173.0
44,3,8,1,27479.0
64,3,3,4,6679.0
54,3,6,3,9838.0
24,2,3,6,6444.0
24,2,8,1,37482.0
54,1,4,2,29438.0
64,2,16,2,23642.0
34,2,4,8,5581.0
54,3,5,7,4752.0
54,3,5,7,4895.0
54,1,5,6,11903.0
64,3,11,6,6308.0
34,2,7,6,7405.0
34,3,10,6,6256.0
24,2,8,6,7550.0
14,1,10,8,10584.0
54,1,10,1,65170.0
54,3,15,2,18530.0
14,2,3,1,29768.0
64,3,11,1,31216.0
54,2,11,7,7229.0
54,1,2,2,28421.0
24,3,3,4,7015.0
24,2,5,7,6497.0
24,3,14,3,12364.0
14,2,16,5,11070.0
54,1,15,6,13930.0
24,1,8,8,10470.0
44,3,14,4,10737.0
44,3,4,8,4862.0
64,2,12,7,7684.0
64,3,7,6,5623.0
54,2,9,4,11385.0
24,1,12,5,17280.0
44,2,16,4,13053.0
54,3,8,3,10385.0
34,3,2,2,11626.0
64,1,9,4,17659.0
54,2,7,6,7477.0
54,3,4,8,4860.0
54,2,10,5,10098.0
54,3,10,6,6352.0
54,3,16,6,9141.0
24,2,8,7,8476.0
34,3,6,8,4750.0
54,2,4,3,11917.0
54,2,1,1,26659.0
54,3,12,3,11848.0
54,1,4,4,15884.0
54,3,12,3,11924.0
64,2,9,3,13777.0
54,1,4,1,57349.0
44,3,11,4,8892.0
64,2,4,4,9082.0
34,2,3,1,30062.0
14,2,2,8,5255.0
44,1,2,7,9938.0
44,2,16,7,8196.0
34,3,14,2,18690.0
14,2,4,8,5436.0
34,2,3,2,16908.0
54,1,8,7,10751.0
34,3,14,2,17806.0
34,3,1,5,5895.0
44,2,7,2,19603.0
14,1,7,6,12205.0
14,2,8,1,35427.0
64,1,2,3,19145.0
24,3,8,6,5762.0
34,3,9,5,7237.0
54,2,11,5,9893.0
24,1,9,2,34553.0
34,3,9,5,7456.0
54,2,6,5,8704.0
54,2,7,3,13210.0
14,1,7,3,23429.0
44,1,16,3,25260.0
14,3,11,2,15865.0
54,1,16,3,26065.0
44,1,15,3,25987.0
24,2,14,6,9122.0
24,3,13,7,6442.0
44,2,7,3,13321.0
34,3,1,4,5852.0
54,3,13,1,32315.0
24,2,12,4,11360.0
24,3,2,4,6604.0
44,3,14,3,12433.0
44,2,7,8,5949.0
14,1,15,4,20025.0
54,3,14,7,6237.0
24,2,15,4,12271.0
64,2,5,3,11715.0
14,1,12,1,67150.0
14,3,5,5,7324.0
54,1,12,4,19402.0
44,3,1,7,4279.0
24,1,13,5,17589.0
64,2,14,4,11951.0
44,2,8,3,13633.0
34,3,1,7,4060.0
34,1,10,6,13034.0
54,2,3,4,8835.0
14,2,10,1,38972.0
64,3,12,2,16871.0
54,1,10,4,17814.0
44,2,13,6,8332.0
24,1,11,6,13354.0
14,2,12,7,7496.0
24,3,5,5,6455.0
34,2,8,5,9273.0
24,2,10,6,7812.0
14,2,10,1,38926.0
14,2,5,6,6999.0
14,2,2,3,11222.0
54,2,15,4,12221.0
64,2,9,2,19564.0
54,3,6,4,7309.0
44,2,4,7,6145.0
14,1,5,5,15375.0
14,3,3,6,4808.0
44,1,11,1,66342.0
44,1,9,7,11513.0
54,1,3,7,10537.0
24,2,2,7,5671.0
34,2,12,5,10824.0
54,1,6,6,12723.0
44,2,6,4,10240.0
54,3,3,1,22166.0
64,1,15,6,13987.0
44,3,15,7,6847.0
54,2,3,5,8270.0
14,3,4,6,5420.0
24,1,16,5,17775.0
14,3,4,6,5287.0
44,3,12,4,9536.0
24,3,14,7,6070.0
44,1,13,4,19166.0
24,1,1,2,27168.0
34,2,9,2,20070.0
24,2,7,8,7444.0
34,3,16,6,8896.0
34,3,14,6,7067.0
34,3,14,6,7025.0
44,1,16,4,20263.0
34,2,16,4,12314.0
34,2,1,8,4691.0
34,2,8,6,7370.0
24,1,4,1,57069.0
64,1,1,2,27352.0
54,2,12,8,6701.0
14,1,11,5,16668.0
64,1,5,4,16027.0
54,2,16,2,23472.0
54,2,13,7,7274.0
44,2,14,8,6541.0
34,1,4,1,56808.0
24,1,4,5,14215.0
24,3,6,1,26901.0
14,3,8,3,10544.0
14,3,14,4,9353.0
44,2,3,5,8050.0
44,1,15,2,35570.0
34,3,6,6,5482.0
24,1,6,1,60697.0
54,2,15,6,8845.0
54,2,6,7,6180.0
54,1,14,1,67105.0
14,2,3,4,9275.0
54,1,11,8,10075.0
54,3,3,2,12075.0
54,3,8,6,5754.0
24,2,13,7,7236.0
54,3,3,2,12168.0
34,1,2,7,9401.0
34,2,2,7,5751.0
24,1,6,1,63124.0
54,1,11,4,18456.0
54,2,1,3,10941.0
64,2,8,8,6053.0
24,3,9,4,8687.0
44,3,10,5,7840.0
24,3,9,7,5522.0
64,2,2,5,8486.0
64,2,15,8,7778.0
64,2,2,5,8008.0
64,1,4,5,14382.0
64,3,7,7,5854.0
64,2,13,3,16637.0
34,3,12,7,5928.0
64,1,4,5,14718.0
64,2,5,4,9430.0
34,1,4,6,11450.0
14,2,3,2,17845.0
54,3,2,8,3827.0
44,2,15,4,12410.0
54,2,13,3,15416.0
54,2,7,1,35635.0
64,1,8,3,22324.0
54,3,7,8,4635.0
64,1,3,5,13711.0
14,2,5,2,17954.0
64,3,6,3,9607.0
54,2,8,5,9219.0
44,1,12,6,13090.0
54,1,3,1,56744.0
54,1,16,7,12904.0
64,2,5,7,6998.0
14,1,10,7,11457.0
24,1,7,8,9357.0
64,2,8,1,37044.0
24,1,9,1,61824.0
14,1,10,3,24142.0
64,2,8,1,35800.0
44,1,3,1,54645.0
54,2,11,6,7791.0
34,3,9,2,15285.0
14,2,9,3,13907.0
24,3,10,1,30281.0
64,1,6,3,21577.0
54,1,7,8,9888.0
24,2,2,8,5230.0
54,3,2,7,4385.0
64,3,8,1,28459.0
24,1,13,3,26028.0
44,3,4,5,6152.0
14,2,8,7,7026.0
44,3,4,5,6378.0
24,2,11,2,21397.0
24,1,15,4,18935.0
24,3,1,5,5101.0
44,3,14,2,17414.0
64,2,16,1,45180.0
34,2,2,8,4977.0
54,2,15,1,42607.0
34,2,16,3,16431.0
64,2,2,1,29301.0
44,1,12,2,34941.0
34,2,11,4,11838.0
24,3,10,8,5730.0
24,3,10,7,6310.0
34,2,15,8,7975.0
24,3,10,7,5796.0
24,2,6,6,7164.0
44,2,9,4,10696.0
54,3,4,6,4976.0
34,1,7,2,32278.0
64,2,6,2,17762.0
44,3,15,1,33646.0
64,2,10,7,7665.0
44,2,14,7,8022.0
64,1,16,6,14332.0
34,1,14,7,12358.0
54,2,12,1,42263.0
44,2,5,8,5558.0
64,2,11,2,20997.0
14,1,16,3,26216.0
44,1,11,3,23842.0
54,2,11,8,6476.0
44,1,7,3,22573.0
14,3,7,7,5174.0
34,2,5,2,18719.0
14,2,11,7,8094.0
54,2,14,4,12241.0
44,2,15,6,9787.0
54,3,9,6,5978.0
64,2,1,2,15228.0
14,1,3,3,20921.0
54,1,13,2,35118.0
24,1,2,4,15175.0
24,2,4,7,6004.0
34,3,9,1,29305.0
14,2,13,7,7276.0
44,3,7,1,26335.0
14,3,15,6,6760.0
64,3,12,7,5828.0
24,3,5,2,13478.0
64,3,2,3,8035.0
44,3,16,1,36022.0
44,1,3,2,28707.0
14,2,12,1,39804.0
34,1,8,4,17824.0
14,3,5,3,9563.0
64,2,3,4,9055.0
34,1,1,3,19247.0
54,2,10,3,14369.0
14,2,7,5,8857.0
24,2,7,5,8822.0
34,3,10,7,5484.0
24,1,7,1,63440.0
34,3,2,6,4696.0
44,3,2,4,6336.0
24,2,11,4,11320.0
64,2,14,1,42417.0
24,1,4,8,9379.0
14,2,11,4,11534.0
54,3,5,6,5774.0
34,2,1,6,6540.0
14,1,16,7,13369.0
54,2,14,8,7416.0
24,3,16,4,10353.0
34,1,6,7,10753.0
24,2,8,8,6226.0
24,2,3,5,8409.0
34,1,9,2,33985.0
34,3,15,5,8649.0
14,2,8,6,7750.0
64,1,13,3,25530.0
44,3,9,3,10735.0
34,1,9,2,33430.0
14,2,7,2,19272.0
34,1,13,7,11866.0
14,1,9,2,33500.0
24,1,7,7,10926.0
14,2,7,2,20542.0
34,2,8,7,6821.0
34,3,5,6,5311.0
44,1,6,3,21722.0
54,2,15,2,22912.0
54,3,15,7,6226.0
54,3,10,2,15953.0
34,3,10,4,8529.0
54,2,13,1,42069.0
64,1,12,7,11912.0
54,2,8,3,13800.0
64,1,3,4,15982.0
54,3,12,4,9696.0
44,1,2,6,11656.0
24,2,15,5,10718.0
64,1,3,4,15578.0
24,2,8,3,13355.0
34,3,15,1,32393.0
64,1,3,2,28653.0
14,2,14,2,21213.0
14,3,10,3,10950.0
54,2,1,2,15455.0
24,1,14,7,12711.0
44,3,12,5,8289.0
34,1,9,4,18255.0
54,3,2,3,8168.0
44,1,8,6,12230.0
34,3,15,2,18601.0
34,1,10,3,24938.0
54,3,13,5,8668.0
24,1,15,7,13941.0
54,3,1,6,4603.0
54,2,4,5,8259.0
24,2,5,4,10036.0
54,2,3,7,5931.0
34,1,10,5,16719.0
64,2,16,6,9254.0
64,2,16,6,9111.0
24,1,11,5,16820.0
44,2,2,8,5152.0
54,2,2,6,6332.0
64,1,12,2,35794.0
64,3,15,4,10071.0
44,3,2,1,20251.0
34,1,14,2,36021.0
64,1,12,2,33557.0
14,2,2,4,9034.0
24,2,10,7,7407.0
64,2,10,5,9820.0
